Student_ID,Gender,Age,City,Department,Semester,Matric_Marks,Intermediate_Marks,Entry_Test_Score,Current_CGPA,Previous_Semester_GPA,Attendance_Percentage,Study_Hours_Per_Day,Sleep_Hours,Social_Media_Hours,Stress_Level,Motivation_Level,Discipline_Level,Programming_Skill_Level,Python_Knowledge,Java_Knowledge,Database_Knowledge,ML_Knowledge,Web_Development_Skill,GitHub_Projects_Count,Certifications_Count,Internship_Experience,Internship_Duration_Months,Scholarship,Hostel_Resident,Financial_Background,Transport_Mode,Communication_Skill,English_Level,Resume_Score,Job_Applications_Submitted,Offer_Letters_Received,Placement_Status
5464,Male,18,Swat,SE,8,761,932,64,2.57,2.9,52,7.1,7.0,1.1,Low,Low,Low,Intermediate,9,9,4,2,1,20,5,Yes,9,Yes,No,Low,Car,2,Weak,49,47,5,Placed
5465,Female,25,Karachi,CS,2,648,662,67,3.36,3.79,58,6.2,4.6,4.1,Medium,Low,Medium,Advanced,8,6,1,2,10,5,4,No,0,No,Yes,Middle,Car,8,Weak,34,19,0,Placed
5466,Male,22,Islamabad,IT,8,1097,797,93,3.43,3.62,78,4.1,5.8,4.7,High,Medium,Low,Advanced,4,5,1,6,6,2,3,No,0,Yes,Yes,Middle,Bike,1,Fluent,73,19,5,Placed
5467,Female,22,Swat,EE,7,1011,641,66,2.74,2.78,59,4.6,5.1,2.6,Low,Medium,Low,Beginner,8,3,4,4,5,17,1,No,0,Yes,No,Low,Bike,6,Fluent,50,13,4,Placed
5468,Male,24,Abbottabad,IT,7,1086,736,42,3.31,3.51,46,7.3,4.4,5.6,High,Low,Low,Beginner,1,5,2,3,5,14,0,No,0,Yes,No,Middle,Car,1,Good,94,36,2,Placed
5469,Male,21,Karachi,SE,2,777,634,81,1.98,2.38,71,6.5,8.1,3.0,Medium,High,Medium,Intermediate,3,6,3,5,5,1,0,Yes,5,Yes,Yes,Middle,Walk,5,Weak,89,49,2,Placed
5470,Female,21,Abbottabad,ME,8,1018,799,94,1.97,2.08,87,1.5,6.6,5.2,Low,Medium,Low,Beginner,0,4,5,1,9,17,1,No,0,Yes,Yes,Low,Walk,6,Good,35,17,5,Not Placed
5471,Male,20,Peshawar,IT,8,866,782,31,3.28,3.51,97,5.9,5.0,1.3,Medium,Low,High,Intermediate,8,8,4,6,3,8,6,No,0,No,Yes,High,Car,6,Fluent,75,30,3,Placed
5472,Female,25,Peshawar,SE,7,1061,1098,51,1.87,1.46,85,1.2,8.8,3.6,Medium,High,High,Beginner,8,2,9,2,5,19,5,Yes,7,No,Yes,Middle,Bike,1,Good,85,48,2,Placed
5473,Female,22,Karachi,ME,1,977,1067,99,2.92,3.27,43,7.2,7.7,0.9,Medium,Low,Medium,Advanced,9,6,9,8,5,5,2,Yes,2,No,Yes,Low,Bike,10,Fluent,100,36,2,Placed
5474,Male,23,Karachi,EE,7,676,673,87,1.82,1.46,49,1.9,8.7,0.2,Low,Low,High,Beginner,10,6,3,8,10,12,7,No,0,Yes,Yes,Low,Car,3,Average,83,46,5,Placed
5475,Male,23,Islamabad,CS,5,777,722,55,2.51,2.34,40,1.9,5.9,3.9,Medium,High,Low,Beginner,3,10,6,7,2,18,5,Yes,11,No,No,Low,Walk,6,Good,97,28,0,Placed
5476,Male,25,Islamabad,SE,6,721,731,63,1.76,1.41,60,2.6,6.2,3.3,High,High,Low,Beginner,10,3,1,4,2,2,2,Yes,3,No,No,Low,Car,8,Good,59,24,2,Placed
5477,Male,21,Islamabad,IT,5,667,763,44,1.86,1.84,53,1.2,8.9,5.8,Medium,High,Low,Intermediate,5,5,1,2,10,7,6,Yes,8,No,No,Low,Bike,2,Weak,56,23,3,Placed
5478,Female,19,Abbottabad,SE,1,603,653,84,2.23,2.6,98,1.1,5.8,5.6,Low,Low,Medium,Advanced,0,2,6,3,1,5,4,Yes,3,No,Yes,High,Bus,1,Fluent,59,16,0,Placed
5479,Male,20,Karachi,CS,7,718,680,37,3.96,4.0,79,2.0,4.8,1.8,High,High,Low,Intermediate,7,6,3,6,8,10,0,No,0,No,No,High,Bike,7,Good,87,29,2,Placed
5480,Female,19,Abbottabad,DS,3,1052,1099,49,3.28,3.41,98,1.6,4.9,0.3,Low,Low,Low,Advanced,3,10,7,5,2,15,2,Yes,10,No,Yes,High,Car,7,Average,82,50,1,Placed
5481,Female,19,Lahore,CS,7,854,884,83,2.48,2.34,57,2.3,4.4,2.7,Medium,Low,Medium,Intermediate,0,0,6,0,7,8,8,No,0,Yes,No,High,Walk,5,Weak,44,43,4,Placed
5482,Male,19,Abbottabad,EE,5,824,892,89,3.19,3.51,59,4.6,6.2,4.3,High,High,High,Intermediate,5,5,9,8,7,14,1,No,0,No,No,High,Walk,1,Good,69,47,1,Placed
5483,Male,20,Abbottabad,ME,4,610,904,39,2.68,3.04,82,1.3,8.0,4.6,Medium,Low,High,Advanced,7,6,1,7,1,2,5,No,0,No,No,High,Car,2,Fluent,78,45,4,Placed
5484,Male,24,Swat,SE,4,784,943,85,3.81,3.96,84,4.2,8.5,2.7,Low,High,Medium,Advanced,6,2,8,3,7,9,2,No,0,No,Yes,Low,Car,10,Average,32,43,3,Placed
5485,Male,21,Lahore,BBA,6,765,958,35,2.37,2.58,62,1.2,8.5,0.5,Low,High,Low,Intermediate,1,2,8,0,10,12,6,No,0,Yes,Yes,Low,Car,2,Good,31,36,2,Not Placed
5486,Female,25,Abbottabad,SE,1,1053,628,32,3.68,3.52,97,5.4,8.8,2.1,Medium,Low,Medium,Beginner,2,4,1,4,9,20,2,Yes,7,No,No,High,Bus,1,Weak,69,44,0,Placed
5487,Male,26,Islamabad,IT,6,1055,650,74,3.48,3.72,86,4.9,8.0,1.7,Low,Medium,High,Advanced,0,10,2,4,8,11,7,No,0,No,Yes,High,Bus,7,Good,73,30,5,Placed
5488,Female,26,Swat,CS,4,623,784,41,1.8,1.73,49,6.6,6.1,1.3,High,Low,Medium,Beginner,0,2,5,0,10,1,0,Yes,4,No,No,Middle,Bus,9,Weak,34,26,1,Not Placed
5489,Female,24,Abbottabad,CS,2,712,853,74,3.29,3.38,69,7.0,7.9,2.9,Medium,High,Low,Advanced,0,2,6,10,3,7,7,No,0,No,No,Low,Bus,1,Good,84,17,3,Placed
5490,Female,26,Peshawar,IT,8,735,713,75,2.17,2.26,90,6.7,8.4,2.9,Medium,Medium,Low,Advanced,7,1,2,9,0,2,1,No,0,No,Yes,Middle,Walk,7,Average,97,41,2,Placed
5491,Male,26,Mardan,CS,7,953,722,63,2.51,2.61,96,5.4,7.6,5.6,Low,High,Medium,Advanced,6,2,8,9,7,17,5,No,0,No,No,Middle,Bike,3,Average,83,35,3,Placed
5492,Male,19,Mardan,IT,6,808,664,85,2.14,2.23,51,2.7,5.6,2.9,High,Medium,Low,Beginner,7,4,0,1,5,2,7,No,0,No,No,Low,Walk,2,Weak,46,47,2,Not Placed
5493,Female,21,Karachi,SE,8,680,1053,100,2.4,2.34,54,6.1,8.2,5.7,High,Medium,High,Intermediate,9,5,8,8,2,5,0,No,0,Yes,Yes,Low,Bus,10,Good,43,41,1,Placed
5494,Female,20,Lahore,DS,2,1052,930,52,3.94,3.75,74,3.7,5.7,0.5,Medium,High,Low,Beginner,9,0,1,0,10,8,4,Yes,8,Yes,Yes,Low,Car,9,Good,56,1,5,Placed
5495,Female,24,Mardan,BBA,5,601,633,39,2.41,2.25,95,4.9,8.1,0.5,High,High,High,Intermediate,6,5,8,9,6,4,1,Yes,8,Yes,Yes,Low,Bus,5,Good,63,16,2,Placed
5496,Female,22,Peshawar,EE,2,808,804,90,2.71,2.55,67,5.2,5.0,5.1,Medium,Low,Medium,Beginner,8,9,2,6,8,17,4,Yes,8,Yes,Yes,High,Bus,9,Weak,80,48,2,Placed
5497,Female,26,Abbottabad,SE,3,684,914,85,2.07,1.81,89,6.6,7.6,0.9,Medium,Medium,Medium,Beginner,5,10,2,6,5,3,7,No,0,No,Yes,Low,Walk,5,Weak,82,7,1,Placed
5498,Male,21,Lahore,IT,7,895,802,59,1.67,1.75,57,0.7,4.3,0.0,Medium,Medium,Medium,Intermediate,3,9,10,0,6,12,3,No,0,No,No,Low,Walk,4,Weak,37,13,3,Not Placed
5499,Female,18,Peshawar,IT,4,825,962,80,3.72,3.61,63,4.9,7.0,3.5,Medium,Medium,High,Beginner,2,4,0,6,9,13,3,No,0,No,Yes,High,Walk,5,Weak,83,0,5,Placed
5500,Male,24,Karachi,CS,2,819,956,38,2.9,3.17,87,6.9,4.2,3.9,Medium,Low,Medium,Beginner,8,1,0,9,5,7,1,No,0,No,No,Middle,Car,10,Fluent,91,5,5,Placed
5501,Male,24,Lahore,DS,3,879,604,73,2.93,2.65,42,2.7,5.0,0.3,High,Medium,Low,Advanced,1,1,5,8,10,11,1,No,0,Yes,No,High,Bike,9,Fluent,77,31,5,Placed
5502,Male,20,Islamabad,DS,7,913,711,93,3.46,3.36,40,2.0,8.6,6.0,Medium,Low,Low,Intermediate,10,4,9,10,0,0,1,No,0,No,Yes,Middle,Bus,1,Weak,33,35,3,Placed
5503,Female,25,Swat,BBA,3,620,618,44,1.98,1.88,58,6.4,7.9,5.3,Low,Medium,Low,Advanced,9,2,4,0,4,8,0,Yes,5,No,No,Middle,Bike,5,Good,57,9,4,Placed
5504,Female,20,Peshawar,CS,3,691,797,69,1.82,2.02,45,5.0,4.7,1.1,Medium,Low,High,Beginner,4,2,2,5,4,8,1,Yes,10,Yes,No,Middle,Bike,6,Fluent,40,28,3,Placed
5505,Female,18,Karachi,EE,3,795,1072,74,2.29,2.12,40,2.3,8.1,4.8,Low,Low,Low,Intermediate,10,7,2,3,3,15,2,Yes,12,Yes,No,Middle,Bike,4,Weak,72,22,2,Placed
5506,Male,23,Islamabad,IT,3,969,850,43,3.53,3.09,78,4.7,8.9,4.3,Medium,High,Medium,Intermediate,7,10,3,10,9,13,0,Yes,2,Yes,No,High,Walk,3,Average,34,7,2,Placed
5507,Female,23,Lahore,DS,8,701,688,42,1.75,2.11,46,7.4,7.8,4.0,Low,Medium,High,Intermediate,5,4,1,0,10,9,0,No,0,Yes,No,Low,Bike,5,Fluent,58,34,1,Not Placed
5508,Male,26,Mardan,CS,3,610,1001,70,1.52,1.23,52,5.1,5.0,3.5,Low,Medium,Medium,Intermediate,1,10,2,2,3,0,3,No,0,No,Yes,High,Car,5,Good,83,3,2,Not Placed
5509,Male,18,Abbottabad,IT,8,1077,934,86,1.81,1.67,51,1.6,4.1,3.6,High,Low,Low,Beginner,8,6,6,3,10,19,2,Yes,6,Yes,Yes,High,Bike,3,Average,88,20,4,Placed
5510,Female,21,Peshawar,CS,8,921,865,69,2.94,3.01,97,2.6,8.3,3.2,High,High,Medium,Advanced,2,9,6,9,6,18,1,Yes,6,No,No,Low,Car,3,Fluent,71,37,5,Placed
5511,Female,21,Lahore,AI,8,1035,1027,31,3.28,3.77,83,7.5,8.3,3.8,Low,Medium,Medium,Intermediate,0,5,7,3,8,1,5,Yes,3,No,No,Low,Walk,7,Average,70,14,5,Placed
5512,Female,22,Islamabad,DS,6,1068,671,70,3.96,3.47,99,6.0,8.9,5.9,Low,High,Low,Beginner,0,8,6,0,5,1,8,No,0,No,Yes,Middle,Bus,9,Weak,44,44,3,Placed
5513,Female,20,Peshawar,CS,3,961,600,54,3.89,4.0,94,5.8,7.6,1.6,Medium,High,Medium,Beginner,10,6,3,7,8,15,2,Yes,6,Yes,Yes,Low,Walk,9,Average,44,39,3,Placed
5514,Male,26,Islamabad,ME,2,985,641,49,2.12,2.32,54,2.6,8.1,5.0,High,High,Medium,Advanced,0,5,0,5,8,20,7,No,0,Yes,No,Middle,Bus,6,Average,53,47,5,Placed
5515,Female,25,Karachi,IT,5,626,676,62,3.53,3.64,68,4.5,7.3,5.9,High,Low,Low,Beginner,6,5,10,1,10,1,4,No,0,No,No,Low,Bike,3,Fluent,39,38,0,Placed
5516,Male,18,Lahore,IT,2,869,715,97,2.79,3.24,48,7.8,6.6,2.9,Low,Low,Low,Advanced,8,7,7,4,5,9,4,No,0,No,No,Low,Bike,2,Weak,35,38,3,Placed
5517,Female,23,Swat,ME,5,682,823,46,1.63,1.94,100,2.6,6.3,3.7,Medium,Low,Medium,Intermediate,8,9,4,7,6,18,3,No,0,No,Yes,Middle,Car,5,Fluent,64,12,0,Placed
5518,Female,24,Swat,ME,8,1010,941,56,3.7,4.0,86,3.8,8.0,3.5,Low,Medium,Medium,Beginner,2,4,4,5,0,11,7,Yes,10,No,No,Middle,Bike,1,Good,85,38,5,Placed
5519,Male,22,Karachi,EE,4,1064,849,66,2.98,3.38,81,2.3,6.9,5.0,Medium,High,Medium,Advanced,8,4,6,6,0,6,6,Yes,9,No,No,Low,Bike,7,Good,55,20,3,Placed
5520,Male,26,Lahore,ME,6,1086,1071,43,2.56,2.8,79,4.3,4.5,5.0,High,Medium,High,Beginner,7,2,10,3,2,3,1,No,0,Yes,No,High,Walk,6,Weak,67,39,0,Placed
5521,Female,23,Swat,CS,4,1067,899,64,2.11,1.65,53,6.1,5.5,1.4,Low,High,Low,Beginner,7,2,10,8,9,0,5,No,0,No,No,High,Bus,3,Fluent,38,21,1,Placed
5522,Female,21,Swat,EE,5,1047,837,55,3.89,3.99,80,5.2,5.9,2.6,High,Medium,Low,Advanced,10,1,3,9,1,17,0,Yes,9,No,Yes,Middle,Bus,7,Good,83,22,5,Placed
5523,Male,19,Islamabad,SE,7,1030,882,30,3.48,3.6,49,1.0,5.0,3.3,Low,Medium,Low,Beginner,3,1,3,8,4,5,2,Yes,7,Yes,Yes,Middle,Bike,10,Good,58,18,4,Placed
5524,Female,23,Abbottabad,EE,1,622,753,77,3.51,3.74,78,7.4,8.0,5.3,Low,Medium,Low,Intermediate,1,6,6,9,5,4,8,Yes,3,Yes,No,Low,Car,9,Fluent,81,16,2,Placed
5525,Male,18,Lahore,BBA,6,749,1084,66,3.13,2.87,98,6.7,8.8,4.4,High,High,Medium,Intermediate,7,0,7,2,0,9,5,No,0,No,No,Low,Bus,5,Fluent,44,1,0,Placed
5526,Male,25,Karachi,ME,2,684,1059,86,3.28,2.85,89,4.1,8.7,4.1,Low,Low,Low,Advanced,1,10,3,5,1,19,3,Yes,6,Yes,Yes,High,Walk,1,Weak,100,3,2,Placed
5527,Male,20,Peshawar,IT,4,729,695,47,3.89,4.0,99,0.6,6.6,1.4,Medium,Low,High,Advanced,0,2,7,5,6,10,0,No,0,No,Yes,Low,Bus,3,Weak,69,37,1,Placed
5528,Male,22,Peshawar,AI,5,618,944,58,1.6,2.05,65,1.5,7.0,1.0,Low,High,Medium,Beginner,9,6,3,6,7,5,3,No,0,No,No,Low,Bike,6,Average,68,8,0,Placed
5529,Female,18,Islamabad,EE,5,670,913,92,1.96,2.01,94,5.1,5.1,1.5,High,High,Low,Intermediate,0,5,6,5,7,8,0,No,0,Yes,No,High,Walk,5,Fluent,81,44,5,Placed
5530,Female,20,Karachi,DS,7,669,695,83,3.79,3.66,55,5.1,8.6,3.6,High,Low,Low,Intermediate,10,7,4,1,10,8,4,Yes,1,Yes,Yes,High,Walk,1,Weak,88,13,1,Placed
5531,Male,23,Karachi,AI,6,827,674,55,3.7,4.0,92,6.7,7.1,1.3,Low,Medium,Medium,Intermediate,3,7,2,6,8,6,8,Yes,9,No,No,Low,Walk,7,Good,40,27,0,Placed
5532,Female,18,Swat,CS,7,862,697,33,2.72,2.31,90,2.8,6.6,0.5,High,Low,High,Beginner,8,0,5,1,10,20,2,Yes,5,No,No,Low,Bike,4,Good,59,45,2,Placed
5533,Female,22,Abbottabad,BBA,5,925,929,83,2.12,2.57,92,7.8,8.0,0.2,Low,Medium,High,Intermediate,4,1,2,8,2,13,5,No,0,No,Yes,Low,Bike,7,Average,46,43,3,Placed
5534,Male,21,Peshawar,DS,6,976,668,84,2.89,3.22,74,5.1,4.6,4.9,Medium,Low,High,Intermediate,6,2,5,4,0,6,7,Yes,1,Yes,Yes,Middle,Car,3,Average,71,13,3,Placed
5535,Male,23,Mardan,IT,5,922,845,43,3.86,3.78,60,1.8,8.4,2.6,Medium,High,High,Advanced,0,2,6,10,6,9,3,No,0,No,Yes,Low,Car,8,Good,32,26,0,Placed
5536,Male,20,Mardan,CS,5,921,705,39,3.78,4.0,62,3.8,4.9,0.1,High,High,Low,Advanced,6,4,4,1,3,6,5,Yes,6,No,No,Middle,Bike,10,Average,54,41,2,Placed
5537,Male,18,Islamabad,BBA,8,1060,628,31,3.35,3.3,87,1.1,5.5,5.0,Medium,Low,High,Advanced,3,1,9,4,8,15,6,No,0,Yes,Yes,Low,Car,4,Good,100,1,3,Placed
5538,Male,26,Islamabad,CS,6,873,715,95,3.52,3.1,44,2.3,7.1,0.1,High,Low,High,Advanced,0,9,9,10,6,12,7,No,0,No,No,High,Walk,10,Fluent,97,23,4,Placed
5539,Male,25,Islamabad,AI,2,1079,910,89,2.53,2.48,68,7.7,5.7,4.4,High,Low,Low,Intermediate,9,10,8,7,5,0,0,Yes,11,Yes,No,Low,Bus,8,Average,30,34,5,Placed
5540,Female,24,Swat,SE,2,856,1084,30,3.6,3.82,78,5.1,6.5,4.1,Medium,High,Low,Advanced,9,4,3,6,8,4,0,Yes,6,Yes,Yes,High,Walk,10,Average,34,35,4,Placed
5541,Male,26,Lahore,CS,2,1056,1034,34,1.71,1.51,94,7.9,7.5,3.1,High,High,Low,Intermediate,1,6,6,3,5,11,5,No,0,Yes,No,Low,Bus,9,Weak,70,19,1,Placed
5542,Male,23,Peshawar,AI,8,639,1024,37,1.82,2.08,89,2.2,5.1,2.3,Medium,Medium,High,Intermediate,9,0,6,7,9,6,4,No,0,Yes,No,Low,Car,10,Good,52,6,1,Placed
5543,Male,21,Karachi,IT,8,1086,652,46,3.52,3.69,90,4.0,8.3,3.1,Low,Medium,High,Beginner,5,6,3,9,0,7,8,Yes,10,No,Yes,High,Bike,10,Good,85,4,5,Placed
5544,Female,23,Mardan,DS,2,810,905,54,2.52,2.17,50,1.6,8.3,0.5,Low,Medium,Low,Advanced,2,2,6,6,6,20,8,Yes,11,Yes,Yes,Middle,Bus,3,Average,51,37,2,Placed
5545,Male,25,Lahore,BBA,2,840,1021,75,3.92,3.54,53,2.4,5.3,1.8,High,High,Low,Beginner,7,1,3,9,3,4,7,Yes,8,No,Yes,High,Bus,6,Fluent,73,10,5,Placed
5546,Female,24,Islamabad,EE,6,960,745,51,1.63,2.01,88,0.9,6.9,1.7,Medium,Low,Medium,Intermediate,9,6,8,1,3,18,4,No,0,No,No,Low,Bus,6,Good,100,19,1,Placed
5547,Male,26,Swat,BBA,5,1083,687,93,2.28,2.3,70,7.3,5.2,3.3,Low,Low,High,Intermediate,6,3,1,4,10,4,8,No,0,No,Yes,Low,Bike,4,Average,62,42,3,Placed
5548,Female,19,Islamabad,CS,1,677,642,49,3.19,3.55,66,7.6,7.8,1.9,Low,High,High,Intermediate,3,10,10,5,0,13,6,No,0,No,Yes,High,Car,2,Average,80,48,5,Placed
5549,Male,19,Islamabad,AI,2,656,734,57,3.63,3.85,77,6.5,8.3,3.0,High,Low,Low,Advanced,6,2,9,10,5,7,3,Yes,9,No,No,Middle,Walk,4,Fluent,59,32,1,Placed
5550,Male,22,Peshawar,IT,1,620,804,33,2.41,2.76,45,4.8,5.9,3.8,Low,High,Low,Beginner,5,2,10,2,1,8,2,No,0,No,No,Middle,Bus,2,Average,65,45,4,Placed
5551,Male,19,Mardan,BBA,4,870,719,100,1.92,2.16,99,5.5,6.7,5.1,Medium,Low,Low,Beginner,10,6,5,6,8,11,5,No,0,No,Yes,Middle,Car,8,Weak,79,30,3,Placed
5552,Female,21,Peshawar,AI,1,1042,1091,46,3.03,3.17,60,5.3,4.7,2.3,Low,Medium,High,Intermediate,6,3,1,9,6,9,2,Yes,11,No,No,Low,Bus,7,Good,58,36,2,Placed
5553,Female,26,Karachi,IT,3,1025,666,65,1.75,1.79,75,4.8,7.4,1.1,Medium,High,Medium,Advanced,2,3,0,9,4,20,2,Yes,12,No,No,Middle,Car,7,Fluent,37,7,4,Placed
5554,Male,26,Lahore,DS,5,1026,633,73,3.27,3.24,56,7.0,7.6,1.1,Low,High,Low,Advanced,8,7,8,10,5,5,7,No,0,No,No,Low,Bus,6,Good,73,12,1,Placed
5555,Female,18,Abbottabad,SE,2,820,798,37,2.16,2.53,60,2.3,5.9,5.0,High,Medium,High,Beginner,9,2,4,4,2,11,3,No,0,No,Yes,Middle,Bus,7,Average,44,2,0,Placed
5556,Male,24,Peshawar,EE,5,866,824,39,2.66,2.27,44,6.1,6.5,2.6,High,High,Low,Beginner,6,8,5,1,6,0,5,No,0,Yes,No,Middle,Bus,9,Fluent,84,32,1,Placed
5557,Female,23,Swat,AI,7,687,631,68,2.89,3.04,41,2.0,7.1,2.2,Low,Low,Low,Intermediate,9,2,6,3,7,0,0,No,0,No,No,Low,Walk,1,Weak,34,43,5,Placed
5558,Female,22,Islamabad,ME,1,796,1086,59,3.21,2.84,62,6.1,4.5,4.6,High,Medium,Low,Intermediate,1,2,1,10,8,17,1,Yes,9,Yes,No,Low,Bus,2,Fluent,70,34,5,Placed
5559,Female,20,Abbottabad,SE,7,1096,1027,42,2.11,2.36,90,1.2,7.8,2.5,Low,Medium,High,Beginner,4,7,9,5,6,11,1,Yes,7,Yes,Yes,Low,Car,10,Fluent,63,34,3,Placed
5560,Male,22,Abbottabad,IT,1,946,1049,96,3.99,4.0,72,4.1,8.0,3.6,High,Low,Medium,Beginner,0,5,4,1,2,4,2,Yes,4,No,Yes,Low,Bike,2,Fluent,64,35,0,Placed
5561,Male,18,Peshawar,EE,2,1019,923,75,3.53,3.06,74,7.8,4.0,0.1,Medium,High,Medium,Beginner,6,7,1,5,8,10,5,Yes,3,Yes,No,Middle,Bus,2,Weak,98,48,4,Placed
5562,Male,18,Abbottabad,BBA,7,872,769,48,3.7,3.23,95,5.9,4.6,4.6,Low,Medium,High,Advanced,5,6,9,0,8,8,6,Yes,10,No,Yes,Middle,Car,1,Good,52,23,5,Placed
5563,Female,22,Peshawar,DS,3,900,873,78,2.78,2.49,99,6.2,5.8,2.9,Low,High,Medium,Beginner,2,4,6,9,1,10,3,Yes,7,No,Yes,Low,Car,4,Fluent,68,48,3,Placed
5564,Female,19,Lahore,ME,1,708,1085,54,3.04,3.09,76,4.4,6.6,3.5,Low,Medium,Low,Advanced,10,1,3,10,3,0,4,Yes,5,Yes,Yes,High,Bike,1,Good,58,44,5,Placed
5565,Male,18,Mardan,AI,1,783,980,80,3.54,3.22,40,2.7,4.5,4.6,Medium,Medium,Medium,Beginner,1,5,9,4,7,9,2,No,0,No,Yes,High,Car,9,Fluent,53,47,5,Placed
5566,Female,21,Mardan,BBA,2,790,952,63,2.5,2.9,64,0.9,6.6,4.6,Low,Medium,Medium,Advanced,7,9,0,1,7,13,7,No,0,No,Yes,Low,Bike,10,Weak,70,46,5,Placed
5567,Male,21,Abbottabad,IT,2,1016,997,53,3.53,3.21,52,6.8,4.5,1.2,High,Medium,High,Advanced,3,8,3,10,10,3,7,Yes,9,Yes,Yes,Low,Bike,10,Weak,35,43,5,Placed
5568,Male,26,Lahore,AI,8,937,687,76,2.17,1.74,80,1.1,7.3,4.6,Medium,High,Low,Beginner,6,1,2,1,7,12,5,No,0,Yes,Yes,Low,Bike,9,Average,33,19,5,Placed
5569,Male,24,Abbottabad,BBA,5,807,748,66,1.58,1.63,78,5.5,8.1,5.7,Medium,Medium,High,Advanced,3,4,3,6,2,12,7,Yes,6,Yes,No,Low,Walk,2,Average,36,35,3,Placed
5570,Male,21,Lahore,IT,4,1074,672,98,3.67,3.73,83,1.0,6.9,0.2,High,Low,High,Advanced,4,0,3,6,9,10,0,No,0,No,No,Middle,Car,6,Average,75,32,2,Placed
5571,Female,23,Karachi,CS,7,1017,710,64,2.93,2.85,43,2.4,6.5,4.7,High,Medium,High,Beginner,8,2,1,0,6,10,8,No,0,No,Yes,High,Car,3,Average,90,6,1,Placed
5572,Female,22,Swat,IT,8,711,964,65,1.95,1.55,54,4.0,4.3,1.9,Medium,Medium,Medium,Beginner,4,3,6,5,9,6,3,No,0,Yes,Yes,High,Car,5,Fluent,81,20,5,Placed
5573,Male,19,Abbottabad,DS,5,1058,676,85,1.87,1.5,86,5.4,7.4,2.5,High,High,Medium,Beginner,5,9,6,0,4,9,2,No,0,No,Yes,High,Bike,3,Good,69,25,4,Placed
5574,Male,25,Abbottabad,SE,1,1054,742,38,3.74,3.55,76,1.9,5.7,1.6,Medium,High,High,Advanced,6,8,4,4,2,17,8,No,0,Yes,Yes,High,Bike,10,Weak,52,29,3,Placed
5575,Male,24,Karachi,DS,1,975,1035,37,2.19,2.34,98,1.8,5.5,1.6,High,Low,High,Advanced,6,5,3,7,0,18,2,No,0,No,Yes,High,Car,7,Average,67,27,5,Placed
5576,Female,20,Mardan,AI,5,995,690,45,2.7,2.55,46,5.2,7.1,3.7,Low,Low,Low,Intermediate,7,0,5,10,3,0,1,No,0,No,No,Low,Walk,5,Average,95,44,4,Placed
5577,Female,24,Mardan,AI,8,788,864,43,3.44,3.5,49,7.5,5.3,3.7,High,Low,High,Advanced,6,6,2,5,5,12,0,Yes,5,Yes,Yes,High,Walk,7,Weak,66,43,2,Placed
5578,Male,20,Peshawar,CS,6,724,857,39,2.56,2.38,79,6.9,5.4,2.3,Medium,High,Medium,Beginner,8,7,2,9,8,0,3,No,0,Yes,Yes,High,Bus,9,Average,41,17,4,Placed
5579,Male,24,Lahore,BBA,3,882,700,55,1.99,2.17,49,2.3,7.2,1.2,Low,High,Low,Advanced,5,7,9,4,1,12,8,Yes,8,No,Yes,Low,Walk,1,Weak,51,36,4,Placed
5580,Female,23,Peshawar,DS,3,884,1093,48,3.78,4.0,82,2.6,6.7,3.0,Medium,Medium,Medium,Intermediate,0,0,5,7,8,5,4,No,0,No,No,Middle,Bus,1,Average,100,3,5,Placed
5581,Female,26,Mardan,ME,7,770,756,30,1.59,1.19,60,5.8,8.1,4.9,Low,Low,High,Intermediate,4,9,7,2,1,4,5,Yes,10,Yes,No,High,Walk,2,Fluent,42,15,2,Placed
5582,Female,18,Peshawar,BBA,1,1044,806,81,2.23,1.78,59,1.6,4.2,0.5,Medium,High,Medium,Beginner,10,5,8,7,7,18,2,No,0,No,Yes,High,Walk,5,Weak,43,29,4,Placed
5583,Male,19,Abbottabad,SE,3,724,1049,76,2.64,2.34,73,6.3,4.1,1.7,Medium,Low,Medium,Beginner,1,6,8,5,4,17,5,Yes,1,Yes,Yes,Low,Bike,4,Fluent,72,32,5,Placed
5584,Female,26,Karachi,SE,1,927,859,70,3.04,3.1,50,3.3,6.5,1.1,Low,Medium,Medium,Advanced,1,10,1,10,8,14,3,No,0,No,No,Middle,Car,1,Good,47,33,3,Placed
5585,Female,22,Karachi,IT,4,926,964,100,3.97,4.0,70,4.4,6.2,4.9,Low,Low,Medium,Intermediate,10,3,4,3,10,2,0,Yes,8,No,Yes,Low,Car,5,Average,43,5,0,Placed
5586,Female,19,Karachi,IT,8,676,907,61,3.75,3.59,50,2.2,7.3,3.0,High,High,Low,Intermediate,6,0,2,9,8,16,7,Yes,10,Yes,No,High,Walk,8,Weak,83,42,4,Placed
5587,Male,20,Mardan,CS,2,1057,914,89,1.56,1.67,67,3.4,8.3,0.1,High,Medium,Low,Beginner,2,4,0,0,2,18,7,Yes,12,Yes,No,Low,Car,6,Fluent,77,31,5,Placed
5588,Male,24,Mardan,DS,8,655,608,79,3.0,3.2,52,6.5,8.3,1.2,High,Medium,High,Beginner,1,9,8,9,0,19,8,Yes,8,No,Yes,Low,Bike,8,Good,81,32,0,Placed
